區域別,戶數,人口數
高雄市,1741,5008
高雄市,441,1285
高雄市,419,1179
高雄市,350,932
高雄市,894,2576
高雄市,1001,2957
高雄市,1509,4195
高雄市,413,1176
高雄市,1486,4253
高雄市,688,2139
高雄市,468,1352
高雄市,897,2500
高雄市,484,1281
高雄市,299,806
高雄市,1207,2990
高雄市,384,1122
高雄市,391,1068
高雄市,723,1974
高雄市,1423,4384
高雄市,636,2021
高雄市,504,1355
高雄市,1120,3412
高雄市,393,1149
高雄市,454,1299
高雄市,472,1359
高雄市,679,2282
高雄市,462,1355
高雄市,418,1168
高雄市,457,1346
高雄市,1944,5263
高雄市,772,1792
高雄市,910,2166
高雄市,1127,2753
高雄市,204,434
高雄市,1195,2982
高雄市,1533,4022
高雄市,514,1505
高雄市,740,2178
高雄市,251,667
高雄市,284,872
高雄市,685,2087
高雄市,703,1913
高雄市,790,2052
高雄市,839,2447
高雄市,393,1094
高雄市,347,1011
高雄市,437,1355
高雄市,771,2477
高雄市,884,2542
高雄市,883,2370
高雄市,913,2790
高雄市,552,1720
高雄市,479,1376
高雄市,751,2170
高雄市,822,2479
高雄市,1093,3286
高雄市,924,2707
高雄市,410,1187
高雄市,1450,4314
高雄市,880,2598
高雄市,341,932
高雄市,905,2670
高雄市,1263,3283
高雄市,966,2711
高雄市,1061,2889
高雄市,817,2012
高雄市,714,2080
高雄市,596,1786
高雄市,564,1612
高雄市,435,1126
高雄市,355,939
高雄市,904,2520
高雄市,87,193
高雄市,872,2295
高雄市,457,1198
高雄市,739,1867
高雄市,850,2418
高雄市,1406,4134
高雄市,930,2509
高雄市,336,884
高雄市,532,1430
高雄市,389,970
高雄市,566,1485
高雄市,287,736
高雄市,1076,2975
高雄市,1045,2733
高雄市,1021,2957
高雄市,793,2419
高雄市,579,1787
高雄市,879,2459
高雄市,976,2895
高雄市,684,1723
高雄市,551,1584
高雄市,523,1370
高雄市,871,2394
高雄市,563,1452
高雄市,676,1772
高雄市,1039,2596
高雄市,681,2092
高雄市,737,2201
高雄市,539,1629
高雄市,670,2081
高雄市,644,1734
高雄市,359,843
高雄市,308,784
高雄市,297,718
高雄市,530,1154
高雄市,662,1669
高雄市,487,1130
高雄市,510,1231
高雄市,390,1009
高雄市,710,1709
高雄市,483,1086
高雄市,737,1794
高雄市,166,353
高雄市,225,548
高雄市,406,1058
高雄市,323,765
高雄市,656,1852
高雄市,248,764
高雄市,261,684
高雄市,242,611
高雄市,307,750
高雄市,318,776
高雄市,626,1521
高雄市,724,1765
高雄市,751,1861
高雄市,711,1914
高雄市,529,1403
高雄市,848,2417
高雄市,351,1132
高雄市,269,728
高雄市,366,1121
高雄市,180,477
高雄市,179,490
高雄市,189,582
高雄市,357,1124
高雄市,461,1445
高雄市,675,1984
高雄市,233,653
高雄市,337,945
高雄市,156,456
高雄市,188,571
高雄市,266,785
高雄市,234,685
高雄市,217,687
高雄市,158,368
高雄市,259,776
高雄市,263,878
高雄市,133,405
高雄市,184,603
高雄市,295,987
高雄市,171,492
高雄市,215,774
高雄市,230,757
高雄市,99,286
高雄市,112,343
高雄市,100,284
高雄市,101,314
高雄市,433,1697
高雄市,218,789
高雄市,208,656
宜蘭縣,1275,3096
宜蘭縣,998,2088
宜蘭縣,965,2427
宜蘭縣,464,1390
宜蘭縣,692,1989
宜蘭縣,1019,2423
宜蘭縣,500,1516
宜蘭縣,749,2273
宜蘭縣,897,2684
宜蘭縣,1324,3897
宜蘭縣,524,1729
宜蘭縣,780,2036
宜蘭縣,798,1806
宜蘭縣,495,1134
宜蘭縣,650,1728
宜蘭縣,611,1534
宜蘭縣,538,1393
宜蘭縣,1024,3010
宜蘭縣,846,2418
宜蘭縣,932,2619
宜蘭縣,1211,3706
宜蘭縣,499,1360
宜蘭縣,481,1078
宜蘭縣,774,2048
宜蘭縣,666,1785
宜蘭縣,1412,3835
宜蘭縣,1096,2937
宜蘭縣,749,2061
宜蘭縣,1940,5313
宜蘭縣,1447,3924
宜蘭縣,1388,3325
宜蘭縣,1333,3833
宜蘭縣,1409,3943
宜蘭縣,1147,3172
宜蘭縣,953,2666
宜蘭縣,390,933
宜蘭縣,1249,3513
宜蘭縣,1392,3413
宜蘭縣,768,1839
宜蘭縣,1600,4474
宜蘭縣,1067,3131
宜蘭縣,1386,3573
宜蘭縣,1108,2824
宜蘭縣,558,1632
宜蘭縣,634,1827
宜蘭縣,580,1431
宜蘭縣,1740,4822
宜蘭縣,1173,3379
宜蘭縣,1201,3511
宜蘭縣,1698,4606
宜蘭縣,1289,3664
宜蘭縣,685,1469
宜蘭縣,1381,3824
宜蘭縣,1210,3730
宜蘭縣,1381,4388
宜蘭縣,1479,4342
宜蘭縣,1912,5569
宜蘭縣,1329,3835
宜蘭縣,681,1703
宜蘭縣,680,1644
宜蘭縣,511,1224
宜蘭縣,1276,3838
宜蘭縣,331,1117
宜蘭縣,1441,4452
宜蘭縣,373,1108
宜蘭縣,545,1565
宜蘭縣,1087,3353
宜蘭縣,520,1527
宜蘭縣,890,2773
宜蘭縣,1044,2886
宜蘭縣,464,1231
宜蘭縣,210,540
宜蘭縣,260,642
宜蘭縣,248,634
宜蘭縣,212,523
宜蘭縣,312,722
宜蘭縣,191,538
宜蘭縣,398,1114
宜蘭縣,390,1107
宜蘭縣,436,1331
宜蘭縣,606,1726
宜蘭縣,421,1259
宜蘭縣,469,1473
宜蘭縣,135,403
宜蘭縣,364,865
宜蘭縣,297,676
宜蘭縣,1146,3335
宜蘭縣,123,335
宜蘭縣,272,781
宜蘭縣,364,1041
宜蘭縣,156,400
宜蘭縣,524,1542
宜蘭縣,356,1031
宜蘭縣,291,786
宜蘭縣,661,1920
宜蘭縣,505,1600
宜蘭縣,324,859
宜蘭縣,214,587
宜蘭縣,233,710
宜蘭縣,272,744
宜蘭縣,817,2544
宜蘭縣,820,2410
宜蘭縣,835,2389
宜蘭縣,365,1160
宜蘭縣,695,2008
宜蘭縣,273,835
宜蘭縣,552,1582
宜蘭縣,391,1119
宜蘭縣,393,1245
宜蘭縣,475,1329
宜蘭縣,227,835
宜蘭縣,661,1901
宜蘭縣,910,2222
宜蘭縣,1988,4518
宜蘭縣,1328,2969
宜蘭縣,268,772
宜蘭縣,613,1674
宜蘭縣,519,1441
宜蘭縣,626,1669
宜蘭縣,965,2476
宜蘭縣,971,2928
宜蘭縣,475,1376
宜蘭縣,358,978
宜蘭縣,421,1134
宜蘭縣,555,1498
宜蘭縣,1065,2921
宜蘭縣,1251,3777
宜蘭縣,388,1095
宜蘭縣,192,489
宜蘭縣,994,2803
宜蘭縣,706,1988
宜蘭縣,416,1068
宜蘭縣,386,1132
宜蘭縣,643,1887
宜蘭縣,612,1785
宜蘭縣,295,909
宜蘭縣,900,2657
宜蘭縣,614,1739
宜蘭縣,509,1465
宜蘭縣,877,2418
宜蘭縣,442,1188
宜蘭縣,683,2050
宜蘭縣,446,1190
宜蘭縣,2380,6498
宜蘭縣,895,2463
宜蘭縣,635,1854
宜蘭縣,524,1605
宜蘭縣,845,2129
宜蘭縣,488,1366
宜蘭縣,637,1670
宜蘭縣,302,721
宜蘭縣,713,2129
宜蘭縣,509,1544
宜蘭縣,915,2670
宜蘭縣,920,2837
宜蘭縣,367,1033
宜蘭縣,386,1007
宜蘭縣,392,1150
宜蘭縣,593,1607
宜蘭縣,528,1316
宜蘭縣,637,1908
宜蘭縣,485,1374
宜蘭縣,352,1089
宜蘭縣,357,1071
宜蘭縣,533,1697
宜蘭縣,1167,3836
宜蘭縣,1193,3791
宜蘭縣,417,965
宜蘭縣,271,863
宜蘭縣,596,1733
宜蘭縣,339,998
宜蘭縣,547,1624
宜蘭縣,207,561
宜蘭縣,2073,5775
宜蘭縣,1293,3389
宜蘭縣,2047,5440
宜蘭縣,1570,4484
宜蘭縣,939,2660
宜蘭縣,480,1296
宜蘭縣,1056,2922
宜蘭縣,718,1932
宜蘭縣,731,1954
宜蘭縣,340,932
宜蘭縣,819,2243
宜蘭縣,755,2091
宜蘭縣,980,2791
宜蘭縣,748,1763
宜蘭縣,591,1482
宜蘭縣,1142,2711
宜蘭縣,751,2026
宜蘭縣,1485,4074
宜蘭縣,1423,4088
宜蘭縣,1345,3592
宜蘭縣,596,1683
宜蘭縣,580,1692
宜蘭縣,823,2384
宜蘭縣,1244,3583
宜蘭縣,1137,3307
宜蘭縣,100,235
宜蘭縣,245,604
宜蘭縣,293,851
宜蘭縣,259,690
宜蘭縣,191,515
宜蘭縣,541,1392
宜蘭縣,486,1396
宜蘭縣,370,1025
宜蘭縣,689,1483
宜蘭縣,1823,4666
宜蘭縣,369,936
宜蘭縣,259,678
宜蘭縣,217,555
宜蘭縣,338,825
宜蘭縣,559,1326
宜蘭縣,361,854
宜蘭縣,646,1760
宜蘭縣,564,1630
宜蘭縣,347,1137
宜蘭縣,220,733
宜蘭縣,252,848
宜蘭縣,110,312
宜蘭縣,150,421
宜蘭縣,151,481
宜蘭縣,29,74
宜蘭縣,297,1006
宜蘭縣,258,853
宜蘭縣,72,222
宜蘭縣,488,1533
宜蘭縣,382,1236
宜蘭縣,171,589
宜蘭縣,176,562
宜蘭縣,193,546
宜蘭縣,214,629
宜蘭縣,290,941
新竹縣,5674,15298
新竹縣,4628,12640
新竹縣,5431,13145
新竹縣,3159,7835
新竹縣,1237,2853
新竹縣,1338,3773
新竹縣,2624,7862
新竹縣,3827,11561
新竹縣,2630,7155
新竹縣,2406,7143
新竹縣,2810,8615
新竹縣,1582,5419
新竹縣,690,2245
新竹縣,865,2778
新竹縣,789,2562
新竹縣,426,1444
新竹縣,595,1913
新竹縣,749,2308
新竹縣,737,2057
新竹縣,600,1882
新竹縣,3580,9651
新竹縣,2112,6152
新竹縣,386,1283
新竹縣,1645,5116
新竹縣,2471,7124
新竹縣,1362,4011
新竹縣,2277,5664
新竹縣,735,1715
新竹縣,1605,4688
新竹縣,1530,4456
新竹縣,186,608
新竹縣,751,2334
新竹縣,297,891
新竹縣,1428,4472
新竹縣,435,1293
新竹縣,258,900
新竹縣,349,1326
新竹縣,1403,4494
新竹縣,481,1542
新竹縣,227,702
新竹縣,236,690
新竹縣,433,1195
新竹縣,207,580
新竹縣,299,926
新竹縣,610,2246
新竹縣,338,970
新竹縣,228,626
新竹縣,277,999
新竹縣,345,1030
新竹縣,361,1080
新竹縣,388,1098
新竹縣,419,1377
新竹縣,313,1044
新竹縣,1642,4829
新竹縣,693,2392
新竹縣,1226,4013
新竹縣,663,2143
新竹縣,867,2903
新竹縣,393,1191
新竹縣,231,710
新竹縣,451,1256
新竹縣,673,2232
新竹縣,912,2772
新竹縣,336,1191
新竹縣,241,777
新竹縣,392,1367
新竹縣,531,1759
新竹縣,185,524
新竹縣,271,873
新竹縣,233,743
新竹縣,148,384
新竹縣,212,477
新竹縣,147,431
新竹縣,892,2666
新竹縣,1326,3854
新竹縣,3726,11040
新竹縣,1768,5746
新竹縣,342,899
新竹縣,1441,3853
新竹縣,582,1630
新竹縣,621,1740
新竹縣,1734,4862
新竹縣,1404,4166
新竹縣,3269,9909
新竹縣,2643,7720
新竹縣,1974,5177
新竹縣,723,2141
新竹縣,270,715
新竹縣,3875,11641
新竹縣,706,2135
新竹縣,739,2210
新竹縣,451,1309
新竹縣,2842,8753
新竹縣,686,2003
新竹縣,216,764
新竹縣,577,1651
新竹縣,375,1085
新竹縣,1543,4997
新竹縣,2144,6411
新竹縣,1029,3478
新竹縣,1782,5721
新竹縣,1084,3497
新竹縣,1192,3807
新竹縣,406,1406
新竹縣,1147,3413
新竹縣,922,2957
新竹縣,623,1948
新竹縣,943,2772
新竹縣,2239,6012
新竹縣,1305,3782
新竹縣,2669,7132
新竹縣,1262,3943
新竹縣,995,3163
新竹縣,1639,5092
新竹縣,1779,5041
新竹縣,1249,4062
新竹縣,325,1007
新竹縣,114,219
新竹縣,122,249
新竹縣,146,402
新竹縣,445,1122
新竹縣,205,532
新竹縣,397,1162
新竹縣,601,1875
新竹縣,553,1902
新竹縣,341,1006
新竹縣,425,1262
新竹縣,641,2095
新竹縣,650,2075
新竹縣,961,3201
新竹縣,635,2018
新竹縣,277,1040
新竹縣,1210,3909
新竹縣,2030,6274
新竹縣,753,2558
新竹縣,942,2975
新竹縣,2010,6147
新竹縣,516,1739
新竹縣,391,1292
新竹縣,1468,4608
新竹縣,1667,5207
新竹縣,2180,6440
新竹縣,1012,3246
新竹縣,170,587
新竹縣,167,511
新竹縣,340,1109
新竹縣,153,497
新竹縣,960,3147
新竹縣,565,1892
新竹縣,237,747
新竹縣,293,905
新竹縣,950,2914
新竹縣,606,1894
新竹縣,1610,4731
新竹縣,430,1335
新竹縣,1023,2749
新竹縣,825,2077
新竹縣,439,1189
新竹縣,399,1355
新竹縣,294,970
新竹縣,238,807
新竹縣,239,641
新竹縣,339,898
新竹縣,251,639
新竹縣,1130,3016
新竹縣,431,1363
新竹縣,486,1488
新竹縣,945,3115
新竹縣,326,989
新竹縣,144,467
新竹縣,277,883
新竹縣,225,645
新竹縣,148,421
新竹縣,151,316
新竹縣,355,982
新竹縣,266,781
新竹縣,264,682
新竹縣,511,1538
新竹縣,284,699
新竹縣,401,955
新竹縣,274,741
新竹縣,395,1016
新竹縣,485,1560
新竹縣,276,796
新竹縣,469,1490
新竹縣,397,1631
新竹縣,554,2135
新竹縣,604,1642
新竹縣,313,839
新竹縣,169,414
新竹縣,659,1726
苗栗縣,534,1406
苗栗縣,1901,5279
苗栗縣,476,1250
苗栗縣,946,2746
苗栗縣,1426,4510
苗栗縣,1416,4551
苗栗縣,1335,4039
苗栗縣,408,1050
苗栗縣,1277,3727
苗栗縣,413,1140
苗栗縣,264,654
苗栗縣,378,1038
苗栗縣,1534,4616
苗栗縣,600,1646
苗栗縣,775,2005
苗栗縣,2190,6257
苗栗縣,1368,3765
苗栗縣,1348,4327
苗栗縣,1669,4983
苗栗縣,517,1449
苗栗縣,1380,4458
苗栗縣,2243,6305
苗栗縣,1073,2930
苗栗縣,694,2090
苗栗縣,1383,4170
苗栗縣,1093,3575
苗栗縣,790,2368
苗栗縣,1305,4202
苗栗縣,794,2745
苗栗縣,670,2106
苗栗縣,1144,3743
苗栗縣,1307,4582
苗栗縣,1634,5041
苗栗縣,912,3070
苗栗縣,338,1112
苗栗縣,1382,4137
苗栗縣,1352,4226
苗栗縣,710,1902
苗栗縣,504,1131
苗栗縣,444,1294
苗栗縣,943,2481
苗栗縣,1331,3751
苗栗縣,1617,4822
苗栗縣,1429,4764
苗栗縣,2640,7279
苗栗縣,1557,4591
苗栗縣,525,1670
苗栗縣,865,2371
苗栗縣,953,3076
苗栗縣,486,1658
苗栗縣,937,3232
苗栗縣,328,1076
苗栗縣,759,2613
苗栗縣,765,2339
苗栗縣,900,2728
苗栗縣,1434,4768
苗栗縣,1474,4864
苗栗縣,957,2613
苗栗縣,1074,3303
苗栗縣,1390,4186
苗栗縣,859,2716
苗栗縣,674,2023
苗栗縣,360,1049
苗栗縣,543,1932
苗栗縣,441,1518
苗栗縣,758,2489
苗栗縣,421,1351
苗栗縣,815,2859
苗栗縣,1557,4932
苗栗縣,753,2599
苗栗縣,366,1134
苗栗縣,247,790
苗栗縣,494,1635
苗栗縣,549,1704
苗栗縣,683,2234
苗栗縣,426,1508
苗栗縣,203,685
苗栗縣,337,958
苗栗縣,790,2804
苗栗縣,585,2008
苗栗縣,566,1989
苗栗縣,622,2150
苗栗縣,287,847
苗栗縣,489,1760
苗栗縣,647,2202
苗栗縣,490,1388
苗栗縣,846,2422
苗栗縣,685,2284
苗栗縣,553,1882
苗栗縣,276,878
苗栗縣,977,3315
苗栗縣,298,830
苗栗縣,391,1077
苗栗縣,340,931
苗栗縣,327,799
苗栗縣,458,1432
苗栗縣,487,1594
苗栗縣,513,1749
苗栗縣,657,2282
苗栗縣,225,533
苗栗縣,400,1090
苗栗縣,214,481
苗栗縣,306,969
苗栗縣,822,2755
苗栗縣,433,1452
苗栗縣,294,925
苗栗縣,515,1687
苗栗縣,303,878
苗栗縣,761,2556
苗栗縣,938,2473
苗栗縣,1471,4388
苗栗縣,1332,3453
苗栗縣,1886,5318
苗栗縣,2264,6585
苗栗縣,1364,4236
苗栗縣,1397,4625
苗栗縣,1311,3904
苗栗縣,817,2641
苗栗縣,1963,5863
苗栗縣,438,1323
苗栗縣,1146,3491
苗栗縣,538,1784
苗栗縣,732,2502
苗栗縣,459,1182
苗栗縣,1472,4662
苗栗縣,759,2573
苗栗縣,445,1454
苗栗縣,1323,4029
苗栗縣,823,2600
苗栗縣,1527,4329
苗栗縣,388,1311
苗栗縣,1305,4222
苗栗縣,865,2709
苗栗縣,842,2742
苗栗縣,543,1733
苗栗縣,303,1020
苗栗縣,543,1768
苗栗縣,1548,5314
苗栗縣,810,2809
苗栗縣,478,1508
苗栗縣,384,1152
苗栗縣,968,3510
苗栗縣,465,1706
苗栗縣,262,854
苗栗縣,571,1776
苗栗縣,599,1834
苗栗縣,487,1510
苗栗縣,400,1130
苗栗縣,422,1179
苗栗縣,385,1128
苗栗縣,261,903
苗栗縣,381,1234
苗栗縣,239,747
苗栗縣,509,1482
苗栗縣,289,861
苗栗縣,515,1276
苗栗縣,496,1412
苗栗縣,363,909
苗栗縣,665,1884
苗栗縣,848,2536
苗栗縣,408,1253
苗栗縣,321,910
苗栗縣,339,1162
苗栗縣,877,2453
苗栗縣,482,1368
苗栗縣,890,2638
苗栗縣,304,896
苗栗縣,625,2066
苗栗縣,710,1945
苗栗縣,278,764
苗栗縣,759,2161
苗栗縣,604,1674
苗栗縣,272,656
苗栗縣,521,1512
苗栗縣,283,787
苗栗縣,609,1869
苗栗縣,310,901
苗栗縣,202,583
苗栗縣,432,1209
苗栗縣,459,1243
苗栗縣,651,1978
苗栗縣,920,3031
苗栗縣,1249,4298
苗栗縣,386,1159
苗栗縣,799,2813
苗栗縣,882,2844
苗栗縣,487,1813
苗栗縣,410,1267
苗栗縣,737,2475
苗栗縣,152,354
苗栗縣,165,414
苗栗縣,842,2706
苗栗縣,557,1739
苗栗縣,595,1901
苗栗縣,517,1791
苗栗縣,455,1537
苗栗縣,550,1741
苗栗縣,107,264
苗栗縣,151,398
苗栗縣,409,1255
苗栗縣,1738,5463
苗栗縣,691,2043
苗栗縣,478,1566
苗栗縣,446,1500
苗栗縣,442,1306
苗栗縣,1213,3767
苗栗縣,255,688
苗栗縣,206,497
苗栗縣,270,659
苗栗縣,537,1345
苗栗縣,303,775
苗栗縣,587,1672
苗栗縣,382,986
苗栗縣,388,967
苗栗縣,489,1302
苗栗縣,418,1232
苗栗縣,409,1070
苗栗縣,459,1217
苗栗縣,959,2949
苗栗縣,689,2245
苗栗縣,291,902
苗栗縣,607,2046
苗栗縣,336,1075
苗栗縣,200,457
苗栗縣,436,1214
苗栗縣,150,365
苗栗縣,1579,5152
苗栗縣,740,2269
苗栗縣,541,1682
苗栗縣,1318,4150
苗栗縣,589,1764
苗栗縣,172,474
苗栗縣,540,1525
苗栗縣,236,702
苗栗縣,231,659
苗栗縣,377,1016
苗栗縣,248,747
苗栗縣,228,589
苗栗縣,234,518
苗栗縣,413,1073
苗栗縣,457,1362
苗栗縣,249,795
苗栗縣,853,2473
苗栗縣,191,574
苗栗縣,380,1231
苗栗縣,1204,4251
苗栗縣,198,614
苗栗縣,179,590
苗栗縣,462,1602
苗栗縣,283,877
苗栗縣,389,1141
苗栗縣,829,2701
苗栗縣,250,759
苗栗縣,348,1040
苗栗縣,108,285
苗栗縣,235,658
苗栗縣,261,653
苗栗縣,180,493
苗栗縣,203,429
苗栗縣,160,399
苗栗縣,240,657
苗栗縣,397,1064
苗栗縣,234,664
苗栗縣,260,683
苗栗縣,149,380
苗栗縣,291,774
苗栗縣,110,351
苗栗縣,419,1308
苗栗縣,371,1027
苗栗縣,200,574
苗栗縣,203,655
苗栗縣,184,619
苗栗縣,264,816
苗栗縣,211,707
彰化縣,600,1797
彰化縣,1998,6580
彰化縣,793,2295
彰化縣,428,1152
彰化縣,638,1903
彰化縣,766,2200
彰化縣,1614,5247
彰化縣,2117,6637
彰化縣,681,2183
彰化縣,845,2234
彰化縣,345,982
彰化縣,680,1856
彰化縣,409,1105
彰化縣,317,889
彰化縣,353,877
彰化縣,400,1072
彰化縣,361,872
彰化縣,374,1035
彰化縣,497,1380
彰化縣,1378,4142
彰化縣,1458,4549
彰化縣,517,1551
彰化縣,1293,3985
彰化縣,1681,5215
彰化縣,481,1243
彰化縣,1228,4173
彰化縣,710,2584
彰化縣,572,2079
彰化縣,1173,3653
彰化縣,1060,3927
彰化縣,1562,5028
彰化縣,869,3067
彰化縣,1082,3034
彰化縣,692,1845
彰化縣,458,1161
彰化縣,563,1456
彰化縣,792,2198
彰化縣,684,1787
彰化縣,2995,9165
彰化縣,623,1809
彰化縣,1891,6104
彰化縣,2762,8713
彰化縣,1238,3499
彰化縣,1216,3620
彰化縣,654,1792
彰化縣,1361,3004
彰化縣,3492,10920
彰化縣,975,2797
彰化縣,418,1218
彰化縣,1144,3895
彰化縣,606,2061
彰化縣,731,2297
彰化縣,1109,3840
彰化縣,919,3478
彰化縣,2467,8221
彰化縣,993,2991
彰化縣,348,1363
彰化縣,823,2912
彰化縣,395,1478
彰化縣,313,1121
彰化縣,1023,3616
彰化縣,3273,10209
彰化縣,885,2920
彰化縣,1698,5399
彰化縣,1064,3372
彰化縣,366,1395
彰化縣,411,1557
彰化縣,288,980
彰化縣,280,1056
彰化縣,391,1303
彰化縣,1578,5151
彰化縣,2192,6302
彰化縣,2025,6330
彰化縣,456,1258
彰化縣,1167,3267
彰化縣,1436,4120
彰化縣,1094,3234
彰化縣,304,924
彰化縣,1217,3492
彰化縣,373,1055
彰化縣,265,777
彰化縣,795,2167
彰化縣,2293,6585
彰化縣,1003,3177
彰化縣,1709,5235
彰化縣,1933,6187
彰化縣,1609,5658
彰化縣,609,2188
彰化縣,708,2831
彰化縣,1015,3127
彰化縣,2450,7929
彰化縣,1050,3528
彰化縣,698,2270
彰化縣,793,2620
彰化縣,1152,3715
彰化縣,792,2916
彰化縣,1267,4117
彰化縣,831,2859
彰化縣,969,3170
彰化縣,904,3346
彰化縣,574,2004
彰化縣,403,1444
彰化縣,249,848
彰化縣,683,2382
彰化縣,772,2718
彰化縣,654,2434
彰化縣,636,2190
彰化縣,617,2127
彰化縣,766,2904
彰化縣,1108,3542
彰化縣,945,2891
彰化縣,916,2890
彰化縣,553,1848
彰化縣,929,2816
彰化縣,471,1413
彰化縣,213,591
彰化縣,345,1011
彰化縣,405,1100
彰化縣,2707,9571
彰化縣,1702,6340
彰化縣,1807,5991
彰化縣,1437,5225
彰化縣,208,645
彰化縣,336,1050
彰化縣,410,1470
彰化縣,459,1341
彰化縣,484,1540
彰化縣,112,349
彰化縣,272,876
彰化縣,219,752
彰化縣,336,1246
彰化縣,830,2802
彰化縣,1253,4709
彰化縣,745,3202
彰化縣,1201,4933
彰化縣,1252,5128
彰化縣,986,3828
彰化縣,645,2597
彰化縣,948,3715
彰化縣,1113,4160
彰化縣,618,2330
彰化縣,775,2900
彰化縣,1751,5536
彰化縣,2221,7390
彰化縣,1653,5136
彰化縣,163,524
彰化縣,717,2282
彰化縣,1240,4063
彰化縣,935,3475
彰化縣,540,2049
彰化縣,282,1004
彰化縣,686,2655
彰化縣,960,3386
彰化縣,419,1657
彰化縣,570,2180
彰化縣,693,2617
彰化縣,440,1648
彰化縣,1856,6551
彰化縣,615,2270
彰化縣,926,3123
彰化縣,789,2264
彰化縣,1109,4167
彰化縣,283,1094
彰化縣,891,2729
彰化縣,837,2863
彰化縣,379,1353
彰化縣,976,3472
彰化縣,1649,5043
彰化縣,554,2089
彰化縣,267,1080
彰化縣,404,1423
彰化縣,597,2364
彰化縣,1026,3774
彰化縣,517,1994
彰化縣,1089,3334
彰化縣,705,2149
彰化縣,382,970
彰化縣,238,697
彰化縣,256,822
彰化縣,526,1753
彰化縣,528,1548
彰化縣,850,2664
彰化縣,1209,3610
彰化縣,437,1501
彰化縣,1755,5647
彰化縣,670,1998
彰化縣,904,3133
彰化縣,683,2248
彰化縣,693,2366
彰化縣,666,2087
彰化縣,465,1559
彰化縣,265,788
彰化縣,712,2471
彰化縣,182,549
彰化縣,1259,4382
彰化縣,732,2799
彰化縣,1190,4219
彰化縣,471,1663
彰化縣,1037,3541
彰化縣,979,3069
彰化縣,864,2709
彰化縣,297,1029
彰化縣,610,2147
彰化縣,781,2860
彰化縣,266,1077
彰化縣,446,1584
彰化縣,654,2248
彰化縣,1693,5871
彰化縣,236,784
彰化縣,433,1578
彰化縣,246,847
彰化縣,491,1667
彰化縣,452,1544
彰化縣,750,2675
彰化縣,560,2067
彰化縣,311,993
彰化縣,334,1425
彰化縣,303,859
彰化縣,570,1876
彰化縣,521,1767
彰化縣,465,1599
彰化縣,655,2137
彰化縣,228,727
彰化縣,1323,4067
彰化縣,941,2822
彰化縣,454,1292
彰化縣,459,1485
彰化縣,833,2376
彰化縣,890,2760
彰化縣,573,1911
彰化縣,473,1577
彰化縣,578,2206
彰化縣,1471,5151
彰化縣,459,1546
彰化縣,554,1864
彰化縣,325,1079
彰化縣,312,1005
彰化縣,818,2557
彰化縣,1241,4302
彰化縣,491,1738
彰化縣,1143,3709
彰化縣,518,2102
彰化縣,463,1627
彰化縣,381,1255
彰化縣,338,1211
彰化縣,370,1373
彰化縣,545,1922
彰化縣,1171,3899
彰化縣,862,3109
彰化縣,543,1628
彰化縣,509,1871
彰化縣,385,1520
彰化縣,255,949
彰化縣,500,1733
彰化縣,439,1492
彰化縣,344,1255
彰化縣,1258,4312
彰化縣,306,1153
彰化縣,393,1364
彰化縣,275,1076
彰化縣,430,1489
彰化縣,328,1279
彰化縣,343,1154
彰化縣,210,839
彰化縣,690,2765
彰化縣,375,1480
彰化縣,746,2873
彰化縣,379,1527
彰化縣,378,1431
彰化縣,575,2316
彰化縣,776,3015
彰化縣,409,1630
彰化縣,511,2070
彰化縣,380,1374
彰化縣,444,1581
彰化縣,583,2306
彰化縣,674,2431
彰化縣,394,1506
彰化縣,550,2210
彰化縣,583,2147
彰化縣,823,3248
彰化縣,1737,6277
彰化縣,600,2347
彰化縣,725,2534
彰化縣,960,3673
彰化縣,671,2758
彰化縣,444,1692
彰化縣,446,1689
彰化縣,392,1476
彰化縣,463,1710
彰化縣,378,1396
彰化縣,388,1465
彰化縣,449,1686
彰化縣,284,1002
彰化縣,774,2823
彰化縣,997,3083
彰化縣,768,3012
彰化縣,376,1440
彰化縣,326,1292
彰化縣,710,2785
彰化縣,578,2371
彰化縣,651,2884
彰化縣,375,1612
彰化縣,385,1599
彰化縣,1218,4222
彰化縣,799,3042
彰化縣,732,2892
彰化縣,624,2415
彰化縣,553,2124
彰化縣,725,2492
彰化縣,863,3214
彰化縣,586,2235
彰化縣,434,1682
彰化縣,1306,4819
彰化縣,1003,3729
彰化縣,734,2757
彰化縣,423,1624
彰化縣,1543,5676
彰化縣,643,2445
彰化縣,524,1996
彰化縣,541,2043
彰化縣,626,2518
彰化縣,1263,3991
彰化縣,655,2161
彰化縣,810,2895
彰化縣,379,1186
彰化縣,457,1653
彰化縣,631,2032
彰化縣,264,791
彰化縣,635,2082
彰化縣,1784,6082
彰化縣,1118,3473
彰化縣,1745,5337
彰化縣,438,1509
彰化縣,1159,4109
彰化縣,318,1070
彰化縣,341,1139
彰化縣,625,2273
彰化縣,666,2219
彰化縣,520,1949
彰化縣,572,2069
彰化縣,456,1679
彰化縣,583,2106
彰化縣,841,2885
彰化縣,810,2801
彰化縣,542,1861
彰化縣,310,1122
彰化縣,359,1337
彰化縣,234,746
彰化縣,559,1875
彰化縣,321,1197
彰化縣,401,1429
彰化縣,337,1049
彰化縣,370,1160
彰化縣,187,694
彰化縣,1155,3693
彰化縣,506,1865
