區域別,戶數,人口數
臺北市,1746,4884
臺北市,2557,7708
臺北市,2398,5960
臺北市,2605,6842
臺北市,1952,5190
臺北市,2094,5601
臺北市,2161,6275
臺北市,2821,8231
臺北市,1587,4340
臺北市,2426,6835
臺北市,3429,9569
臺北市,2642,7821
臺北市,2740,7749
臺北市,1838,5051
臺北市,2346,6011
臺北市,1290,3655
臺北市,2700,7597
臺北市,1881,4611
臺北市,2228,5891
臺北市,1949,5339
臺北市,2185,5962
臺北市,2816,7992
臺北市,1806,5491
臺北市,2167,6176
臺北市,3291,9054
臺北市,2462,6869
臺北市,2343,6688
臺北市,1979,5578
臺北市,1952,5340
臺北市,2766,8040
臺北市,2664,7336
臺北市,3480,9408
臺北市,2587,7188
臺北市,464,1322
臺北市,541,1460
臺北市,775,2076
臺北市,1413,3126
臺北市,585,1719
臺北市,531,1539
臺北市,556,1514
臺北市,1195,2761
臺北市,1187,3044
臺北市,1697,4457
臺北市,1660,4426
臺北市,2099,5681
臺北市,2688,7638
臺北市,2807,8180
臺北市,2962,7893
臺北市,3074,8081
臺北市,2895,8106
臺北市,3668,9682
臺北市,3350,8182
臺北市,1871,5271
臺北市,1614,4719
臺北市,2558,7574
臺北市,1963,5735
臺北市,1781,5139
臺北市,2062,5916
臺北市,3406,9719
臺北市,2112,5707
臺北市,866,2258
臺北市,3624,10008
臺北市,4178,9903
臺北市,3414,9156
臺北市,2638,6442
臺北市,2380,6304
臺北市,2787,7043
臺北市,1545,3553
臺北市,3033,6683
臺北市,1775,4621
臺北市,2584,6818
臺北市,1964,5272
臺北市,2321,6653
臺北市,1243,3526
臺北市,1674,4547
臺北市,1719,4943
臺北市,2047,5300
臺北市,2321,6317
臺北市,2778,7751
臺北市,4166,11815
臺北市,847,2447
臺北市,710,1836
臺北市,429,1257
臺北市,385,1030
桃園市,370,808
桃園市,612,1654
桃園市,846,1705
桃園市,4414,12465
桃園市,3657,9763
桃園市,4074,10316
桃園市,505,1189
桃園市,706,1708
桃園市,780,2023
桃園市,2013,5460
桃園市,2021,5530
桃園市,2026,5658
桃園市,1429,3342
桃園市,936,2164
桃園市,437,1175
桃園市,1435,4228
桃園市,789,2630
桃園市,1163,3716
桃園市,809,1922
桃園市,631,1600
桃園市,389,1062
桃園市,3945,10454
桃園市,2803,7667
桃園市,2601,7334
桃園市,677,1747
桃園市,2562,7116
桃園市,631,1707
桃園市,2075,5886
桃園市,1798,5137
桃園市,2186,5616
桃園市,777,1922
桃園市,2607,7353
桃園市,2391,7242
桃園市,2183,6268
桃園市,1443,4191
桃園市,2579,6879
桃園市,1724,4649
桃園市,1939,5728
桃園市,932,2313
桃園市,2235,6712
桃園市,2781,7662
桃園市,2139,5784
桃園市,2034,5972
桃園市,1947,5168
桃園市,1873,4986
桃園市,4736,12135
桃園市,2721,7170
桃園市,2993,8039
桃園市,2955,7107
桃園市,3474,9263
桃園市,3847,9607
桃園市,1096,3055
桃園市,1647,4474
桃園市,1725,4558
桃園市,2681,7859
桃園市,2033,5616
桃園市,2612,6353
桃園市,3696,9579
桃園市,4676,10157
桃園市,2156,5838
桃園市,3265,8385
桃園市,2510,6596
桃園市,2082,5637
桃園市,2076,5241
桃園市,1959,5410
桃園市,1803,5001
桃園市,2072,5560
桃園市,2791,7334
桃園市,1960,5387
桃園市,2617,6518
桃園市,2448,6567
桃園市,2820,7630
桃園市,1413,3883
桃園市,3633,9848
桃園市,2587,6894
桃園市,1588,4253
桃園市,1301,3674
桃園市,2180,6297
桃園市,1445,3738
桃園市,423,1060
桃園市,890,2542
桃園市,1529,5145
桃園市,2458,6424
桃園市,2475,5950
桃園市,1504,4054
桃園市,1715,4620
桃園市,1764,4837
桃園市,2409,6665
桃園市,1151,3314
桃園市,967,2238
桃園市,1605,4026
桃園市,2128,5421
桃園市,3281,6245
桃園市,1522,3773
桃園市,2036,5640
桃園市,1569,3944
桃園市,1521,3808
桃園市,1320,3243
桃園市,1182,2925
桃園市,1685,4496
桃園市,1615,4516
桃園市,1583,4569
桃園市,2296,8010
桃園市,312,893
桃園市,1772,5490
桃園市,1213,3420
桃園市,1440,4091
桃園市,1195,2855
桃園市,3992,11076
桃園市,3188,10617
桃園市,866,2369
桃園市,3202,8554
桃園市,1896,5521
桃園市,842,2032
桃園市,2017,5775
桃園市,464,1197
桃園市,1646,3453
桃園市,1926,5346
桃園市,2011,5825
桃園市,2542,7226
桃園市,654,1835
桃園市,1162,3339
桃園市,1714,5632
桃園市,1113,3762
桃園市,1385,4308
桃園市,405,1164
桃園市,1722,5326
桃園市,1785,5334
桃園市,999,3249
桃園市,1179,3461
桃園市,2440,6388
桃園市,2192,6256
桃園市,1877,5435
桃園市,1105,3201
桃園市,930,3202
桃園市,1551,4198
桃園市,1586,4465
桃園市,1980,5746
桃園市,1640,4289
桃園市,1436,4143
桃園市,1679,4666
桃園市,1808,5267
桃園市,874,2583
桃園市,2094,5464
桃園市,1205,3148
桃園市,1704,4295
桃園市,1248,3559
桃園市,2044,5485
桃園市,2535,6755
桃園市,2276,6413
桃園市,1626,4399
桃園市,1350,3972
桃園市,1532,3962
桃園市,1596,3989
桃園市,1999,5902
桃園市,988,2970
桃園市,1438,3722
桃園市,2252,5593
桃園市,2467,6095
桃園市,1725,4734
桃園市,2010,4610
桃園市,662,1851
桃園市,370,1152
桃園市,2053,5784
桃園市,2218,6713
桃園市,441,1447
桃園市,437,1085
桃園市,1201,3522
桃園市,940,2588
桃園市,396,1053
桃園市,366,935
桃園市,491,1484
桃園市,682,2066
桃園市,939,3093
桃園市,586,1722
桃園市,1342,3468
桃園市,1209,3040
桃園市,2750,8215
桃園市,1918,5982
桃園市,1215,3630
桃園市,587,1840
桃園市,1830,5791
桃園市,1461,4509
桃園市,1002,2909
桃園市,1158,3488
桃園市,1748,5637
桃園市,1592,4488
桃園市,1840,5813
桃園市,1447,4579
桃園市,436,1301
桃園市,1026,3190
桃園市,3140,7989
桃園市,1154,3920
桃園市,1134,3277
桃園市,1485,4837
桃園市,927,3095
桃園市,770,2429
桃園市,1189,3969
桃園市,552,1691
桃園市,569,1345
桃園市,1964,5853
桃園市,1823,5087
桃園市,1580,4255
桃園市,1589,4517
桃園市,1268,3832
桃園市,1579,4572
桃園市,1357,3827
桃園市,729,2199
桃園市,1345,4432
桃園市,1051,3131
桃園市,1393,4496
桃園市,977,3118
桃園市,2027,5640
桃園市,1183,3643
桃園市,2288,6242
桃園市,1675,4524
桃園市,1357,3753
桃園市,1143,3888
桃園市,1876,4314
桃園市,1356,4360
桃園市,1202,3795
桃園市,2330,6863
桃園市,788,2148
桃園市,1483,3918
桃園市,981,3125
桃園市,1137,3325
桃園市,1072,2640
桃園市,1445,4345
桃園市,1206,3353
桃園市,1190,3456
桃園市,1357,4251
桃園市,1767,5450
桃園市,1665,5179
桃園市,1611,4786
桃園市,1541,3980
桃園市,1538,4671
桃園市,1034,2990
桃園市,1199,3009
桃園市,719,2213
桃園市,1228,4357
桃園市,492,1711
桃園市,573,1978
桃園市,935,2911
桃園市,2198,6466
桃園市,1480,3800
桃園市,2397,6128
桃園市,1139,3173
桃園市,1447,3755
桃園市,525,1578
桃園市,1351,4143
桃園市,1216,3571
桃園市,1369,3527
桃園市,2007,5524
桃園市,1964,5372
桃園市,1767,4120
桃園市,2457,6262
桃園市,3682,9682
桃園市,628,2067
桃園市,2450,6877
桃園市,1684,4322
桃園市,1320,3682
桃園市,1359,3898
桃園市,1254,3411
桃園市,1939,5162
桃園市,1362,3865
桃園市,1396,3791
桃園市,2647,7542
桃園市,2585,7585
桃園市,1789,5400
桃園市,610,1895
桃園市,3702,9882
桃園市,1849,5657
桃園市,2535,7224
桃園市,744,1885
桃園市,1143,3527
桃園市,2915,8059
桃園市,1475,3795
桃園市,823,2200
桃園市,1270,3183
桃園市,1030,2969
桃園市,1069,3032
桃園市,905,2596
桃園市,1037,3090
桃園市,2329,5902
桃園市,2232,6799
桃園市,2898,8030
桃園市,1787,5125
桃園市,2432,6907
桃園市,1306,3662
桃園市,2408,6414
桃園市,1682,4224
桃園市,2794,6750
桃園市,516,1356
桃園市,1603,4103
桃園市,869,2184
桃園市,820,2228
桃園市,2124,5559
桃園市,2024,5751
桃園市,2370,6543
桃園市,1561,4621
桃園市,728,1944
桃園市,977,2765
桃園市,1516,4382
桃園市,2988,6980
桃園市,1019,2853
桃園市,2195,6103
桃園市,780,2382
桃園市,1458,3539
桃園市,2490,6039
桃園市,1590,4588
桃園市,2683,5597
桃園市,3937,10174
桃園市,2092,4490
桃園市,1618,3227
桃園市,2790,6478
桃園市,2656,6901
桃園市,1296,3046
桃園市,1291,3883
桃園市,1488,4184
桃園市,1337,3910
桃園市,1221,3761
桃園市,1709,5026
桃園市,1307,4014
桃園市,790,2461
桃園市,978,3117
桃園市,1564,4422
桃園市,1194,3819
桃園市,1601,4429
桃園市,1156,3741
桃園市,1361,4164
桃園市,2951,7854
桃園市,619,1813
桃園市,1270,3968
桃園市,1608,4459
桃園市,789,2232
桃園市,2312,6242
桃園市,1724,4691
桃園市,1270,4368
桃園市,983,2898
桃園市,1602,4931
桃園市,1751,4134
桃園市,1654,4886
桃園市,1121,3334
桃園市,1830,4999
桃園市,1087,3544
桃園市,760,2278
桃園市,1461,4171
桃園市,551,1762
桃園市,605,1677
桃園市,900,2614
桃園市,814,2275
桃園市,2114,5105
桃園市,1324,3640
桃園市,977,3026
桃園市,1024,2947
桃園市,1261,3883
桃園市,1666,4528
桃園市,1016,3076
桃園市,886,2676
桃園市,2032,5175
桃園市,1067,3422
桃園市,987,3039
桃園市,1674,5243
桃園市,1922,5934
桃園市,1518,4623
桃園市,1115,3649
桃園市,1356,4154
桃園市,1554,4621
桃園市,267,763
桃園市,1635,5045
桃園市,1973,6191
桃園市,701,2279
桃園市,1610,5052
桃園市,1496,4266
桃園市,1733,5102
桃園市,1395,3927
桃園市,990,2540
桃園市,568,1743
桃園市,1057,2303
桃園市,1163,3381
桃園市,1103,3415
桃園市,869,2719
桃園市,1910,4837
桃園市,1393,4218
桃園市,1173,3547
桃園市,1965,5410
桃園市,1297,3928
桃園市,1067,3268
桃園市,1714,4863
桃園市,936,2738
桃園市,1486,4415
桃園市,1434,4097
桃園市,1894,5755
桃園市,1614,5145
桃園市,2284,6751
桃園市,2412,6481
桃園市,2226,6084
桃園市,1432,4538
桃園市,1528,4408
桃園市,3248,7335
桃園市,992,2857
桃園市,1475,4963
桃園市,1541,4832
桃園市,1561,5067
桃園市,2133,6652
桃園市,1833,5212
桃園市,904,2745
桃園市,2103,6431
桃園市,1218,3340
桃園市,1362,4015
桃園市,1064,3224
桃園市,884,2450
桃園市,238,611
桃園市,740,1978
桃園市,1525,5049
桃園市,2037,6313
桃園市,1139,3306
桃園市,1583,4795
桃園市,1198,3494
桃園市,2696,7955
桃園市,717,2121
桃園市,1743,5253
桃園市,1439,4302
桃園市,1242,3830
桃園市,2424,6790
桃園市,1715,5100
桃園市,1166,3684
桃園市,1438,4590
桃園市,1967,5792
桃園市,1760,5153
桃園市,1186,3274
桃園市,653,1885
桃園市,1480,4405
桃園市,2010,6362
桃園市,2394,6447
桃園市,1652,4030
桃園市,1731,5252
桃園市,2480,7439
桃園市,1086,3420
桃園市,1468,4870
桃園市,539,1818
桃園市,1409,4503
桃園市,1524,4543
桃園市,907,3030
桃園市,861,2697
桃園市,524,1623
桃園市,543,1698
桃園市,716,2378
桃園市,289,781
桃園市,704,2043
桃園市,370,1040
桃園市,483,1533
桃園市,480,1114
桃園市,847,2687
桃園市,410,1166
桃園市,284,755
桃園市,367,1069
桃園市,443,1239
桃園市,413,1200
桃園市,511,1544
桃園市,562,1609
桃園市,1194,3272
桃園市,499,1265
桃園市,567,1690
桃園市,677,1887
桃園市,344,1046
桃園市,822,2441
桃園市,346,1024
桃園市,264,822
桃園市,617,1854
桃園市,994,3126
桃園市,977,2927
桃園市,1205,3793
桃園市,576,1752
桃園市,1810,5618
桃園市,1544,4396
桃園市,918,2765
桃園市,1081,3484
桃園市,875,2789
桃園市,399,1252
桃園市,787,2488
桃園市,657,2051
桃園市,1514,4028
桃園市,763,2396
桃園市,2127,6521
桃園市,803,2257
桃園市,536,1541
桃園市,251,821
桃園市,231,653
桃園市,248,733
桃園市,238,770
桃園市,224,762
桃園市,522,1377
桃園市,414,1137
桃園市,261,869
臺中市,817,1938
臺中市,1043,2929
臺中市,870,2188
臺中市,828,1958
臺中市,1042,2641
臺中市,1056,2291
臺中市,1175,2808
臺中市,1046,2280
臺中市,1638,3721
臺中市,1419,3708
臺中市,1448,4284
臺中市,1220,3350
臺中市,1221,2662
臺中市,784,1991
臺中市,965,2884
臺中市,866,2548
臺中市,2263,7400
臺中市,1815,5101
臺中市,1589,4397
臺中市,1240,3180
臺中市,1862,4972
臺中市,878,1971
臺中市,1970,4806
臺中市,3509,10475
臺中市,2689,7732
臺中市,1665,4134
臺中市,1798,4568
臺中市,1662,4042
臺中市,1327,3257
臺中市,1117,2991
臺中市,1294,3247
臺中市,2177,5301
臺中市,1643,4468
臺中市,2207,6145
臺中市,1832,4509
臺中市,3377,8790
臺中市,4347,12548
臺中市,3613,9252
臺中市,1867,5151
臺中市,918,2420
臺中市,1153,3182
臺中市,2412,6160
臺中市,1479,4208
臺中市,3395,7989
臺中市,2069,5217
臺中市,2883,7517
臺中市,2487,6565
臺中市,1055,2733
臺中市,797,2225
臺中市,1378,3245
臺中市,1084,2930
臺中市,757,2077
臺中市,1008,2593
臺中市,2153,5398
臺中市,1882,5167
臺中市,2570,6568
臺中市,1108,2706
臺中市,1614,3826
臺中市,1712,4120
臺中市,1402,3244
臺中市,2964,7765
臺中市,2601,6644
臺中市,2713,6690
臺中市,2767,7487
臺中市,2568,6647
臺中市,2553,6798
臺中市,1220,3312
臺中市,1623,4332
臺中市,2252,5698
臺中市,1971,5067
臺中市,1281,3282
臺中市,2037,5151
臺中市,1064,2353
臺中市,1637,3916
臺中市,611,1576
臺中市,773,1745
臺中市,918,2033
臺中市,1361,3090
臺中市,1406,3702
臺中市,2319,6243
臺中市,1495,3822
臺中市,1090,2791
臺中市,2066,5030
臺中市,1009,2602
臺中市,2643,6746
臺中市,1958,4869
臺中市,2903,6147
臺中市,2176,5229
臺中市,1670,4201
臺中市,2377,5803
臺中市,1199,3150
臺中市,1758,4145
臺中市,2777,7589
臺中市,2294,6261
臺中市,2738,7267
臺中市,1769,4495
臺中市,1757,4614
臺中市,767,2038
臺中市,912,1954
臺中市,993,2570
臺中市,965,2243
臺中市,1457,4013
臺中市,1615,4099
臺中市,2014,5219
臺中市,1266,3240
臺中市,1622,4259
臺中市,1361,3758
臺中市,1753,4642
臺中市,2053,5757
臺中市,2044,5679
臺中市,2657,5958
臺中市,283,1039
臺中市,6350,15827
臺中市,2430,5875
臺中市,2024,5054
臺中市,1295,3275
臺中市,2289,6057
臺中市,1467,3831
臺中市,1465,4585
臺中市,1054,2480
臺中市,1382,3679
臺中市,2075,5571
臺中市,1953,5956
臺中市,799,3076
臺中市,1244,4243
臺中市,5818,15224
臺中市,1194,3378
臺中市,1925,5455
臺中市,2679,7371
臺中市,1599,4369
臺中市,2710,7749
臺中市,2364,6272
臺中市,1862,4955
臺中市,1986,5224
臺中市,2453,6147
臺中市,1822,4950
臺中市,2385,6486
臺中市,1622,4451
臺中市,3227,8453
臺中市,1850,5127
臺中市,1595,4960
臺中市,1306,3832
臺中市,2146,5500
臺中市,1530,3768
臺中市,1423,3785
臺中市,3349,9030
臺中市,2639,7204
臺中市,3814,10737
臺中市,4401,12579
臺中市,2178,6718
臺中市,1656,5340
臺中市,3043,7377
臺中市,343,898
臺中市,4234,11180
臺中市,415,1186
臺中市,2034,5805
臺中市,3032,8658
臺中市,2209,6260
臺中市,2652,7463
臺中市,1863,5227
臺中市,560,1837
臺中市,2054,5743
臺中市,1653,4468
臺中市,2353,6200
臺中市,2403,5830
臺中市,1640,4132
臺中市,1688,5027
臺中市,2837,7881
臺中市,3274,8756
臺中市,2363,6225
臺中市,3942,10562
臺中市,3013,8201
臺中市,1423,3829
臺中市,1534,4011
臺中市,3061,8197
臺中市,2444,6568
臺中市,2395,6357
臺中市,2000,5335
臺中市,2512,7162
臺中市,5501,16062
臺中市,4358,13791
臺中市,3556,10663
臺中市,764,2414
臺中市,361,1149
臺中市,2983,7096
臺中市,773,2483
臺中市,363,1080
臺中市,3594,10023
臺中市,4115,10452
臺中市,3133,9313
臺中市,604,1953
臺中市,3893,11097
臺中市,2114,6255
臺中市,490,1289
臺中市,2632,7390
臺中市,1848,5360
臺中市,1816,4932
臺中市,2252,6178
臺中市,1399,3673
臺中市,2870,7455
臺中市,1969,5702
臺中市,2157,6011
臺中市,2008,5822
臺中市,2828,7691
臺中市,2065,6117
臺中市,1372,3799
臺中市,2233,5696
臺中市,1583,4427
臺中市,2687,7771
臺中市,2114,5895
臺中市,2867,7627
臺中市,1938,5085
臺中市,2447,6757
臺中市,1630,4729
臺中市,941,2608
臺中市,442,1026
臺中市,353,1016
臺中市,538,1330
臺中市,315,897
臺中市,294,956
臺中市,268,793
臺中市,697,1886
臺中市,2032,6464
臺中市,862,2625
臺中市,619,1847
臺中市,511,1412
臺中市,1041,3031
臺中市,1169,3529
臺中市,1386,5129
臺中市,3094,10654
臺中市,496,1429
臺中市,1231,3807
臺中市,3965,11891
臺中市,2309,7687
臺中市,1169,3521
臺中市,2717,7488
臺中市,3702,12314
臺中市,1640,5679
臺中市,4084,12977
臺中市,1133,3534
臺中市,4868,15871
臺中市,2125,7072
臺中市,516,1904
臺中市,2091,6383
臺中市,1176,3801
臺中市,1125,3833
臺中市,870,2553
臺中市,1017,3391
臺中市,728,2477
臺中市,1127,3930
臺中市,620,1597
臺中市,389,1007
臺中市,472,1340
臺中市,761,2295
臺中市,967,2806
臺中市,399,1174
臺中市,603,1756
臺中市,1415,4160
臺中市,759,2273
臺中市,1366,4242
臺中市,587,1722
臺中市,1924,6011
臺中市,618,1921
臺中市,387,1136
臺中市,355,994
臺中市,704,2196
臺中市,517,1553
臺中市,824,2225
臺中市,827,2356
臺中市,639,1931
臺中市,458,1373
臺中市,692,2053
臺中市,258,831
臺中市,263,761
臺中市,504,1600
臺中市,572,1830
臺中市,448,1315
臺中市,651,1911
臺中市,365,1108
臺中市,775,2732
臺中市,770,2652
臺中市,1298,4240
臺中市,763,2574
臺中市,1708,5165
臺中市,335,988
臺中市,377,1095
臺中市,1071,3852
臺中市,368,1377
臺中市,362,1341
臺中市,534,2214
臺中市,1998,6765
臺中市,781,2530
臺中市,581,2120
臺中市,449,1615
臺中市,1581,5531
臺中市,399,1549
臺中市,1422,4996
臺中市,929,3192
臺中市,1923,6424
臺中市,496,1826
臺中市,510,1975
臺中市,454,1632
臺中市,364,1332
臺中市,448,1803
臺中市,456,1317
臺中市,412,1281
臺中市,830,2661
臺中市,286,870
臺中市,708,2268
臺中市,578,1940
臺中市,345,864
臺中市,184,534
臺中市,846,2785
臺中市,3633,11515
臺中市,484,1773
臺中市,551,1865
臺中市,1491,4860
臺中市,1219,3990
臺中市,745,2373
臺中市,1794,5371
臺中市,1196,3206
臺中市,463,1573
臺中市,456,1639
臺中市,489,1519
臺中市,384,1424
臺中市,457,1623
臺中市,704,2509
臺中市,731,2766
臺中市,588,2100
臺中市,820,2870
臺中市,2664,8900
臺中市,961,3480
臺中市,448,1462
臺中市,419,1411
臺中市,522,1616
臺中市,560,1777
臺中市,540,1725
臺中市,777,2684
臺中市,347,1251
臺中市,177,665
臺中市,932,3094
臺中市,1545,5351
臺中市,1773,5926
臺中市,2393,8196
臺中市,2652,9045
臺中市,370,1315
臺中市,1841,5954
臺中市,1338,4292
臺中市,637,1975
臺中市,1848,5709
臺中市,1232,4045
臺中市,2044,6099
臺中市,1692,5059
臺中市,897,2772
臺中市,863,2595
臺中市,1249,4133
臺中市,2802,7644
臺中市,1288,3675
臺中市,777,2386
臺中市,1549,4790
臺中市,215,646
臺中市,478,1466
臺中市,328,1002
臺中市,2321,7366
臺中市,1721,5627
臺中市,1522,5210
臺中市,2628,8981
臺中市,2012,7105
臺中市,799,2810
臺中市,727,2829
臺中市,787,3166
臺中市,802,2340
臺中市,374,1283
臺中市,1212,3743
臺中市,1251,4323
臺中市,739,2581
臺中市,1694,5859
臺中市,753,2332
臺中市,1101,3891
臺中市,1223,4352
臺中市,825,3035
臺中市,671,2548
臺中市,523,1936
臺中市,712,2711
臺中市,1116,3894
臺中市,454,1537
臺中市,659,2552
臺中市,591,2156
臺中市,981,3221
臺中市,1168,3918
臺中市,716,2498
臺中市,913,3143
臺中市,670,2593
臺中市,2452,8701
臺中市,1769,6454
臺中市,883,3054
臺中市,989,3394
臺中市,1760,4988
臺中市,2551,8455
臺中市,812,3088
臺中市,883,3281
臺中市,837,2842
臺中市,1407,5071
臺中市,754,2500
臺中市,345,1212
臺中市,4674,13609
臺中市,499,1635
臺中市,905,2806
臺中市,4055,11809
臺中市,2106,6283
臺中市,3848,11266
臺中市,4429,14108
臺中市,937,3134
臺中市,2245,7019
臺中市,1677,5241
臺中市,1323,4540
臺中市,581,1772
臺中市,1467,4502
臺中市,1796,5127
臺中市,3098,8331
臺中市,1809,5313
臺中市,1682,5359
臺中市,3200,11180
臺中市,2323,7521
臺中市,1046,3832
臺中市,1665,4468
臺中市,1416,4895
臺中市,1826,6266
臺中市,1638,5804
臺中市,2137,7383
臺中市,2238,7282
臺中市,1657,5561
臺中市,2140,6694
臺中市,2281,7157
臺中市,1749,5823
臺中市,1387,4335
臺中市,1187,3927
臺中市,699,2319
臺中市,505,1684
臺中市,368,1232
臺中市,362,1366
臺中市,696,2265
臺中市,952,3533
臺中市,318,729
臺中市,1007,3457
臺中市,417,1475
臺中市,295,1026
臺中市,219,688
臺中市,487,1380
臺中市,474,1523
臺中市,579,1782
臺中市,473,1453
臺中市,444,1516
臺中市,223,767
臺中市,529,1729
臺中市,691,2168
臺中市,390,1207
臺中市,571,1717
臺中市,532,1433
臺中市,357,1216
臺中市,766,2631
臺中市,656,2318
臺中市,1579,5415
臺中市,1234,3904
臺中市,2316,7406
臺中市,470,1630
臺中市,371,1374
臺中市,765,2589
臺中市,487,1931
臺中市,397,1458
臺中市,352,1265
臺中市,353,1238
臺中市,864,3186
臺中市,491,1887
臺中市,394,1408
臺中市,414,1416
臺中市,291,1094
臺中市,577,2083
臺中市,341,1250
臺中市,502,1678
臺中市,539,2058
臺中市,293,1009
臺中市,3345,9691
臺中市,1004,2971
臺中市,1818,5098
臺中市,1812,4595
臺中市,883,2722
臺中市,5097,16231
臺中市,2925,9162
臺中市,799,2829
臺中市,591,1954
臺中市,791,2634
臺中市,657,2470
臺中市,1445,5296
臺中市,735,2397
臺中市,541,1937
臺中市,402,1500
臺中市,300,978
臺中市,1414,5176
臺中市,267,1051
臺中市,1262,4409
臺中市,467,1745
臺中市,799,2925
臺中市,949,3144
臺中市,1097,3660
臺中市,737,2392
臺中市,295,1006
臺中市,598,2005
臺中市,520,1972
臺中市,308,1115
臺中市,497,1597
臺中市,2868,8881
臺中市,1736,5775
臺中市,1771,5640
臺中市,1419,4132
臺中市,1037,3677
臺中市,937,3402
臺中市,637,2280
臺中市,1072,4109
臺中市,319,1226
臺中市,797,2697
臺中市,1562,6143
臺中市,914,3641
臺中市,1471,5914
臺中市,2047,6943
臺中市,2674,8542
臺中市,902,3193
臺中市,2120,7724
臺中市,498,2003
臺中市,1963,5575
臺中市,3363,9494
臺中市,432,1414
臺中市,3329,10574
臺中市,1802,5435
臺中市,914,2621
臺中市,823,2369
臺中市,463,1409
臺中市,382,1273
臺中市,2358,6957
臺中市,1118,3405
臺中市,1342,4605
臺中市,619,2295
臺中市,789,2763
臺中市,820,3015
臺中市,946,3119
臺中市,695,2478
臺中市,369,1333
臺中市,767,2793
臺中市,698,2653
臺中市,667,2551
臺中市,386,1563
臺中市,2005,6659
臺中市,2237,7180
臺中市,1598,5055
臺中市,1263,4049
臺中市,1082,3430
臺中市,1575,4964
臺中市,2375,7267
臺中市,1766,4337
臺中市,1221,3832
臺中市,1972,5913
臺中市,3059,8645
臺中市,2611,8165
臺中市,2277,6412
臺中市,673,2206
臺中市,455,1349
臺中市,1227,3961
臺中市,1117,3773
臺中市,1811,5751
臺中市,318,744
臺中市,2456,7855
臺中市,1543,4761
臺中市,1518,4690
臺中市,1055,3273
臺中市,1477,4457
臺中市,824,2685
臺中市,1224,3463
臺中市,1852,4866
臺中市,2240,5879
臺中市,2028,6277
臺中市,2180,6177
臺中市,2422,7096
臺中市,1538,4455
臺中市,1578,4376
臺中市,1687,5117
臺中市,950,2927
臺中市,878,2560
臺中市,605,1861
臺中市,1335,4202
臺中市,953,3108
臺中市,1272,4139
臺中市,4131,11941
臺中市,1179,4308
臺中市,2739,8566
臺中市,2968,8042
臺中市,1542,4571
臺中市,2378,6890
臺中市,3590,9712
臺中市,1250,3915
臺中市,2086,6225
臺中市,2825,8994
臺中市,1531,5133
臺中市,344,1158
臺中市,3090,10457
臺中市,1663,5168
臺中市,3027,9843
臺中市,4319,14264
臺中市,3851,11710
臺中市,4104,11848
臺中市,1040,3459
臺中市,2238,7201
臺中市,1756,5098
臺中市,3896,12279
臺中市,3475,10576
臺中市,2150,6307
臺中市,2889,8956
臺中市,2212,7488
臺中市,889,2194
臺中市,229,492
臺中市,793,1894
臺中市,228,496
臺中市,483,1225
臺中市,474,1287
臺中市,984,2200
臺中市,349,926
臺南市,2135,5640
臺南市,1195,2980
臺南市,1257,3393
臺南市,357,898
臺南市,562,1291
臺南市,452,1168
臺南市,1380,3759
臺南市,1751,5227
臺南市,510,1424
臺南市,567,1720
臺南市,199,444
臺南市,1159,2891
臺南市,729,1705
臺南市,1414,3891
臺南市,2052,5288
臺南市,686,2055
臺南市,595,1616
臺南市,682,1683
臺南市,715,2005
臺南市,1521,4358
臺南市,741,2127
臺南市,147,343
臺南市,205,477
臺南市,336,820
臺南市,434,1078
臺南市,262,639
臺南市,1978,5584
臺南市,2039,5713
臺南市,2602,7927
臺南市,660,1805
臺南市,299,758
臺南市,164,383
臺南市,275,610
臺南市,228,593
臺南市,158,378
臺南市,351,882
臺南市,1637,4365
臺南市,351,933
臺南市,445,1098
臺南市,1556,4280
臺南市,367,991
臺南市,356,863
臺南市,774,1974
臺南市,240,592
臺南市,137,339
臺南市,307,746
臺南市,211,499
臺南市,335,887
臺南市,171,433
臺南市,115,264
臺南市,153,372
臺南市,179,461
臺南市,229,581
臺南市,401,1045
臺南市,763,2029
臺南市,1257,3463
臺南市,626,1640
臺南市,688,1929
臺南市,370,1054
臺南市,556,1504
臺南市,203,512
臺南市,266,681
臺南市,184,434
臺南市,238,614
臺南市,695,1548
臺南市,497,1200
臺南市,497,1430
臺南市,582,1717
臺南市,371,1004
臺南市,268,740
臺南市,353,1007
臺南市,387,1034
臺南市,311,837
臺南市,534,1630
臺南市,314,852
臺南市,334,803
臺南市,387,985
臺南市,259,668
臺南市,707,1883
臺南市,763,2145
臺南市,362,938
臺南市,1163,3167
臺南市,587,1543
臺南市,330,872
臺南市,649,1752
臺南市,760,2118
臺南市,551,1519
臺南市,288,755
臺南市,557,1622
臺南市,472,1400
臺南市,657,1933
臺南市,680,1914
臺南市,535,1610
臺南市,511,1493
臺南市,511,1499
臺南市,436,1316
臺南市,410,1360
臺南市,367,860
臺南市,219,526
臺南市,242,629
臺南市,621,1601
臺南市,729,1894
臺南市,515,1457
臺南市,503,1361
臺南市,519,1370
臺南市,324,825
臺南市,164,497
臺南市,305,811
臺南市,186,428
臺南市,503,1198
臺南市,213,565
臺南市,417,1145
臺南市,637,1658
臺南市,1081,2917
臺南市,690,1710
臺南市,432,1075
臺南市,489,1272
臺南市,624,1453
臺南市,402,1020
臺南市,191,512
臺南市,218,433
